# b'S_10_45_M'
# q I errors
4.062256778480641262e-02 3.668909072875976562e-01 1.043290947563946247e-03
4.073494001991612157e-02 3.672388792037963867e-01 1.044943812303245068e-03
4.084731225502584440e-02 3.638809025287628174e-01 1.039440627209842205e-03
4.095968449013555335e-02 3.615108430385589600e-01 1.033631735481321812e-03
4.107205672524527618e-02 3.585960566997528076e-01 1.030509825795888901e-03
4.118442896035498513e-02 3.582409322261810303e-01 1.030792831443250179e-03
4.129680119546470102e-02 3.561827242374420166e-01 1.025430974550545216e-03
4.140917343057441691e-02 3.554655015468597412e-01 1.024580327793955803e-03
4.152154566568412586e-02 3.525153696537017822e-01 1.020921394228935242e-03
4.163391790079384869e-02 3.524959683418273926e-01 1.018423819914460182e-03
4.174629013590355764e-02 3.503304719924926758e-01 1.015821355395019054e-03
4.185866237101328047e-02 3.479050397872924805e-01 1.013273024000227451e-03
4.197103460612298942e-02 3.475200831890106201e-01 1.009734114632010460e-03
4.208340684123269837e-02 3.434534966945648193e-01 1.003845827654004097e-03
4.219577907634242120e-02 3.439384400844573975e-01 1.006106031127274036e-03
4.230815131145213015e-02 3.409990370273590088e-01 9.982484625652432442e-04
4.242052354656185298e-02 3.387439250946044922e-01 9.950693929567933083e-04
4.253289578167156193e-02 3.377986252307891846e-01 9.951998945325613022e-04
4.264526801678127782e-02 3.359483182430267334e-01 9.907359490171074867e-04
4.275764025189099371e-02 3.325085639953613281e-01 9.836722165346145630e-04
4.287001248700070266e-02 3.344638943672180176e-01 9.887833148241043091e-04
4.298238472211042549e-02 3.299462497234344482e-01 9.802303975448012352e-04
4.309475695722013444e-02 3.302470147609710693e-01 9.797139791771769524e-04
